"hawker","type","stars","votes","status","address","datetime"
"The Royal Dum Biryani","Indian ","3.4","34","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Syed Mee & Prata Place","Hawker Stall ","4.2","26","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Jasmine Pork Rib Prawn Noodle","Hawker Stall ","4.2","25","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Ming Fa Fishball @ Tekka Centre","Hawker Stall ","4.5","23","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Maya Mohan Hot & Cold Drinks","Hawker Stall ","3.9","22","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"M A Osman","Butcher shop ","4.1","22","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Jaan West Coast","Food court ","4.9","22","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Zhu Jiao Shu Shi","Hawker Stall ","4.4","18","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Sri Aachi Aappakadai Pt Lt.","Hawker Stall ","3.9","18","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Pakir Mohd Delights","Hawker Stall ","3.8","17","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"家传记 Chuan's Ladle","Hawker Stall ","3.8","17","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Hajjah Jaynup Stall","Hawker Stall ","3.8","15","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Shi Xin Western Food 时新西餐","Western ","4.1","14","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Chin Seng Cooked Food","Hawker Stall ","4.4","14","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Ajmer Sherif","Hawker Stall ","4.0","13","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Joe's Butchery","Hawker Stall ","4.0","13","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Neha Tiffin Centre","Hawker Stall ","4.7","12","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Sky Lab Cooked Food","Hawker Stall ","4.1","12","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Buni’s Tiffin Corner","Restaurant ","3.3","12","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Lim Kee Cooked Food","Hawker Stall ","4.2","12","Inactive","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Siti Rodiah Nasi Padang","Hawker Stall ","3.2","11","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Quan Fa Cooked Food","Restaurant ","4.5","10","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Granny's pancake","Restaurant ","4.5","10","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Mubarak Ali Kopitiam","Coffee shop ","4.7","9","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Kk Sandwiches & Western Breakfast - Peanut Soup","Hawker Stall ","4.7","9","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"OVI Eats","Snack bar ","2.0","8","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Deen Food Stall","Hawker Stall ","3.5","8","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"RASOOL SHOP PTE LTD","Convenience store ","3.3","7","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"The Berkat Stall","Hawker Stall ","3.9","7","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"S.P. Villas","Indian ","4.9","7","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Yong Sheng Cooked Food - Scoops & Sweets","Hawker Stall ","4.4","7","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"lyhseafood","Seafood ","3.1","7","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Madina Mubaraka Mashhood Dar Delights","Hawker Stall ","4.2","6","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Mab Minimart","Convenience store ","4.2","6","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Pandi Ayya Tiffin Centre","Hawker Stall ","4.8","6","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Sri Lavender Multimart Pte Ltd","Convenience store ","5.0","6","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Yong Ji","Hawker Stall ","4.0","5","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Imaroy Thai Food","Coffee shop ","4.8","5","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Old Amoy Chendol (Tekka)","Dessert shop ","5.0","5","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Yi Lian Vegetarian Food 依蓮素食","Vegetarian cafe and deli ","5.0","5","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Pakkir Mohamad Restaurant","Indian ","3.6","5","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Ar Rahman Royal Prata","Indian ","5.0","5","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Wah Heng Coffee Stall","Cafe ","4.4","5","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Ismail Beef Shop","Butcher shop ","5.0","4","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Shamimah Mutton Supplier","Butcher shop ","5.0","4","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Jamal Chappathi Stall","Hawker Stall ","4.3","4","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Fu Xiang","Hawker Stall ","3.8","4","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Madurai Meenakshi Mini Mart & Trading Pte Ltd","Indian grocery store ","5.0","4","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Hai Kee","Grocery store ","4.0","4","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"HAJI M N SHAHUL HAMEED MARKETING","Butcher shop ","4.0","4","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"328 Café","Cafe ","5.0","4","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Mohd Hanifa Drinks","Juice ","4.5","4","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Tian Ming Sliced Fish Soup • Noodle","Hawker Stall ","5.0","3","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Hanifa mutton","Meat products store ","5.0","3","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Star Hot & Clod Drinks","Beverages ","5.0","3","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Ho Peng","Hawker Stall ","2.0","3","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Guan Chun Seng Mixed Veg. Rice","Coffee shop ","4.7","3","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"#01-236 Chettinad Specialist Veg & Non-Veg Indian Food","Hawker Stall ","3.7","3","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Tian Yuan Hainanese Chicken Rice","Hawker Stall ","3.0","3","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"S.Seeni Mohammed Trd Co.Pte.Ltd","Grocery store ","5.0","3","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Ying Ying Japan-Korean Cuisine","Hawker Stall ","3.3","3","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Delisnacks","Grocery store ","4.0","3","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Mustafa Marketing And Trading","Butcher shop ","4.7","3","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Noor Asian Food","Hawker Stall ","4.0","3","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"茉莉花排骨蝦麵","Restaurant ","4.3","3","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"醉爱","Bar ","3.0","2","Inactive","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"HM Cuisine","Hawker Stall ","5.0","2","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Tekka Rojak Waffle","Hawker Stall ","1.5","2","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Soo Heng Provision Store","General store ","4.0","2","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Shifa Drinks Corner","Juice ","5.0","2","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Lee Hoe Seafood","Seafood store ","5.0","2","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Ang Heng Fruit Juice","Juice ","4.5","2","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Sim Kee Chicken Rice","Restaurant ","2.0","2","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Lim Siew Keow","Fish store ","3.0","2","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Bharkath (H M Yusof)","Meat products store ","5.0","2","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Little India Beer Stall","Beer store ","4.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Lim Bee Chee Crabs","Food products supplier","2.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Abdul Latiff","Coffee shop ","3.0","1","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Delisnacks Homemade Soya Bean Curd","Hawker Stall ","5.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Ri Ri Xin Hot & Cold Beverage","Hawker Stall ","5.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Prasanna'S Tiffin Corner","Hawker Stall ","5.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Liquor Shop","Beer store ","5.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Pakkir Mohd Farrer Park Muslim Food","Restaurant ","5.0","1","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Wei Sen Fruit Juice","Restaurant ","4.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Little India Hot and Cold Drink","Hawker Stall ","5.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Shun Loong Cook Food","Restaurant ","5.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Alhajah Latifah","Grocery store ","4.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Patimah Stall Ar Rahman","Restaurant","4.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"源春成","Restaurant","4.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"#01-136 Butcher Shop","Butcher shop ","4.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Lee Chuan Seng Fisheries","Fish store ","4.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"#69,70 Hawker Stall","Hawker Stall ","4.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"#167 Hawker Stall","Hawker Stall ","4.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Sri Tiffan Stall","Hawker Stall ","4.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Han Jee Lan","Grocery store ","4.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Jiu Zhou Hot & Cold Dou Jiang","Hawker Stall ","4.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Benny Sea Food","Restaurant","4.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Wee Chai Fresh & Frozen Chicken Supplier","Frozen food store","4.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Feng Sheng H.K. Style Roasted Delight","Hawker Stall ","4.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Zhong Guang Jiang Cold and Hot Drinks","Hawker Stall ","4.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"#01-214 Grocery Store","Grocery store ","4.0","1","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Xing Long Nasi Lemak","Hawker Stall ","4.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"300 Hot and Cold Drink","Juice ","4.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"david kurul bar","Bar ","4.0","1","Active","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Shun Fa Nasi Lemak","Hawker Stall ","4.0","1","Unknown","Tekka Centre 665 Buffalo & Serangoon Roads, Little India, Singapore","2024-10-06"
"Sin Hoe Huat Cafe","Hawker Stall ","4.4","79","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Jing Ji Fishball Noodles","Hawker Stall ","4.1","65","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Changi Village Fried Hokkien Mee","Hawker Stall ","3.9","43","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Khoon's Katong Laksa & Seafood Soup","Hawker Stall ","3.9","43","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Seng Huat Duck Rice","Hawker Stall ","4.3","42","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Jia Jia Xing Pigs Organ Soup","Hawker Stall ","4.4","41","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Ping Kee Popiah","Hawker Stall ","4.4","33","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Huey Peng Hiang Chilli Pan Mee","Hawker Stall ","3.8","24","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"来兴炒条粿","Restaurant ","3.7","22","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Sin Sin Ngo Hiang Prawn Cracker","Hawker Stall ","4.1","21","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"San Ba wang Guo zhi Shu Shi","Hawker Stall ","4.2","19","Inactive","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Yong Kee Crispy Curry Puff","Hawker Stall ","4.3","17","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Yummy Noodle House","Hawker Stall ","4.4","15","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Fried Carrot Cake","Hawker Stall ","3.5","15","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Cantonese Roasted","Hawker Stall ","4.2","10","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Fu Yuan Kee Fish Soup 福源记鱼片汤","Restaurant ","4.6","10","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"明记鲍贝虾面","Hawker Stall ","3.7","9","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Makan","Hawker Stall ","4.1","8","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"39 Coffee Stall","Hawker Stall ","5.0","7","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Shui Kway (#01-16)","Hawker Stall ","4.1","7","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Kwang Traditional Coffee","Hawker Stall ","4.8","6","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Bing Ji Hainanese Chicken Rice","Hawker Stall ","3.2","6","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"#01-24 什菜飯","Hawker Stall ","3.2","5","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Shen Yuan 昇原","Hawker Stall ","4.6","5","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Sembawang Hills Chwee Kueh (#01-36)","Restaurant ","3.8","5","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Satay","Hawker Stall ","4.8","5","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Economic Bee Hoon","Hawker Stall ","4.3","4","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"#01-11 11經濟米粉.椰漿飯.囉惹","Hawker Stall ","5.0","3","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Sen Seng Juices Corner","Hawker Stall ","4.7","3","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"兴榮生面 Heng Rong Sheng Mian","Hawker Stall ","4.3","3","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"KIN一家亲 x Linger Tea余香瑭","Hawker Stall ","4.5","2","Inactive","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"你的最愛米粉 THE BEE HOON LIKE","Hawker Stall ","4.0","2","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Sugar Cane & Fresh Fruit","Juice ","5.0","1","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"回味 鱼圆粿条汤","Hawker Stall ","4.0","1","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"Beulah Coffee Stall","Coffee shop ","5.0","1","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"#01-22 Wufu Hakka Noodle","Noodle Shop ","5.0","1","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"莊家","Hawker Stall ","5.0","1","Active","Sembawang Hills Food Centre 590, Upper Thomson Road","2024-10-07"
"No. 18 Zion Road Fried Kway Teow","Hawker Stall ","3.9","668","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Zhi Wei Xian Zion Road Big Prawn Noodle 知味鲜","Hawker Stall ","4.2","363","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Boon Tong Kee Kway Chap","Hawker Stall ","3.7","140","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Lau Goh Teochew Chye Thow Kway","Hawker Stall ","4.2","122","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Kang's Wanton Noodle (#01-06)","Hawker Stall ","4.2","122","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Ah Wang La Mian Xiao Long Bao Shang Hai Fried Dumplings","Hawker Stall ","4.6","64","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Seng Huat Western Food","Hawker Stall ","4.3","53","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Joo Chiat Beef Noodles","Hawker Stall ","4.7","40","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Double Happy Bah Kut Teh","Hawker Stall ","3.2","34","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Chong Pang Huat BBQ Chicken (Zion)","Hawker Stall ","2.9","28","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Mohamed Sultan Road Hot & Cold Cheng Tng","Hawker Stall ","3.1","25","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Old Kampung Hainanese Chicken Rice","Hawker Stall ","4.1","23","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Ming He Fish Soup","Hawker Stall ","3.9","21","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"848 Fresh Fruit & Sugar Cane Juice","Hawker Stall ","2.7","16","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"辉记 Hui Ji Restaurant","Hawker Stall ","4.7","15","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Good Luck Hong Kong Guifei Kampong Chicken (富景香港贵妃甘榜鸡)","Hawker Stall ","5.0","12","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Teck Bee (#01-03)","Hawker Stall ","4.2","12","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"House of Soya Beans","Hawker Stall ","3.2","11","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Feizai Kopi House","Beverages ","2.5","11","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Shuang Yu Mixed Veg Rice","Hawker Stall ","4.8","9","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Xin Long (鑫隆)Ban Mian Fish Soup","Hawker Stall ","4.5","6","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"阿汪拉面小笼包上海锅贴","Hawker Stall ","5.0","6","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Kenju Beverages","Hawker Stall ","4.0","5","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Warong Kasdian - Masakan Khas Padang (Nasi Pandang)","Hawker Stall ","4.4","5","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"CT Authentic Nasi Padang","Hawker Stall ","5.0","5","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Feizai Drinks Stall","Hawker Stall","3.3","4","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Fang Lin Teochew Noodles 芳林潮州面 (#01-30)","Hawker Stall ","4.0","4","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Xing Feng Cold & Hot Drinks","Hawker Stall ","2.0","4","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Swee Huat Fresh Sugar Cane Juice","Hawker Stall ","3.0","4","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Tempat Makan Shas","Hawker Stall ","5.0","3","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Zion Riverside Mixed Veg Rice - Stall 21","Hawker Stall ","3.0","3","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Hi!","Korean ","3.3","3","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Riverside Good Food","Hawker Stall ","5.0","2","Unknown","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"May Teck Coffee Stall","Hawker Stall ","3.0","1","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"鑫隆板面鱼汤","Hawker center ","4.0","1","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Chun Kee Fresh Fruit Juice","Hawker Stall ","2.0","1","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Aneka Kuih-Muih","Hawker Stall ","2.0","1","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Food Heroes","Restaurant ","2.0","1","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Griffin Malau","Restaurant ","2.0","1","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"#29 Hawker Stall","Hawker Stall ","2.0","1","Active","Zion Riverside Food Centre , 70 Zion Road","2024-10-07"
"Ng Soon Kee Fish & Duck Porridge 黄順記魚糜・鴨糜","Hawker Stall ","4.4","294","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"The Durian Prince @ 117","Fruit and vegetable store ","3.8","68","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"香港新口味 Xiang Gang Xin Kou Wei","Hawker Stall ","4.2","54","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"AMINAH'S PRATA","Hawker Stall ","4.2","54","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Hoe Kee Wanton Noodle","Hawker Stall ","3.8","36","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Seng Heng Hainanese Boneless Chicken Rice (Geylang East)","Hawker Stall ","4.6","29","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Coffee Culture 咖啡物語","Hawker Stall ","4.5","28","Unknown","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Eva’s pancake","Hawker Stall ","4.4","26","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"KOKO Nasi Lemak","Hawker Stall ","4.6","26","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Shanghai Noodle. Lor Mee","Noodle Shop ","4.1","24","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
"Indonesian Food House","Hawker Stall ","4.4","22","Active","Aljunied Avenue 2 Market & Food Centre 117 Aljunied Ave 2, Singapore 380095","2024-10-07"
